x,y,heading,curvature,speed
-43.1937,19.9486,2.201,0.071126,7.0
-43.4281,20.2799,2.1728,0.067546,7.0
-43.6536,20.6178,2.1462,0.063401,7.0
-43.8706,20.962,2.1214,0.058726,7.0
-44.0797,21.312,2.0985,0.053564,7.0
-44.2816,21.6672,2.0778,0.047966,7.0
-44.4769,22.0271,2.0593,0.041995,7.0
-44.6664,22.3912,2.0434,0.035723,7.0
-44.8509,22.7588,2.03,0.029236,7.0
-45.0314,23.1294,2.0193,0.022638,7.0
-45.2088,23.5024,2.0114,0.016052,7.0
-45.3839,23.8771,2.0061,0.009624,7.0
-45.5578,24.2529,2.0033,0.003525,7.0
-45.7312,24.6293,2.003,0.002045,7.0
-45.905,25.0056,2.0049,0.006822,7.0
-46.0799,25.3814,2.0085,0.010504,7.0
-46.2563,25.7562,2.0133,0.012791,7.0
-46.4344,26.1296,2.0187,0.013398,7.0
-46.6142,26.5012,2.0239,0.012085,7.0
-46.7954,26.8711,2.0282,0.008661,7.0
-46.9774,27.2391,2.0306,0.002931,7.0
-47.1592,27.6056,2.0301,0.005368,7.0
-47.3396,27.9713,2.0257,0.016411,7.0
-47.5171,28.3374,2.0163,0.029914,6.938
-47.6897,28.7047,2.001,0.045645,6.572
-47.8548,29.0735,1.979,0.063115,6.222
-48.0094,29.4438,1.9501,0.081209,5.893
-48.1506,29.8154,1.9142,0.099826,5.59
-48.2756,30.1881,1.8713,0.119102,5.318
-48.3817,30.5614,1.8213,0.138334,5.083
-48.4668,30.9353,1.7648,0.156308,4.894
-48.5288,31.3098,1.7025,0.171206,4.758
-48.5662,31.6861,1.6355,0.181389,4.66
-48.5777,32.0659,1.5655,0.184174,4.66
-48.5622,32.4526,1.4948,0.179867,4.66
-48.5182,32.8477,1.4246,0.173268,4.751
-48.4449,33.2489,1.3551,0.168281,4.84
-48.3419,33.6523,1.286,0.164831,4.912
-48.2094,34.0534,1.2171,0.162446,4.958
-48.0483,34.4476,1.1484,0.1614,4.978
-47.8603,34.8301,1.0797,0.161893,4.937
-47.6477,35.1966,1.0109,0.164087,4.937
-47.4135,35.5428,0.9416,0.168375,4.843
-47.1609,35.8653,0.8714,0.175797,4.712
-46.8935,36.1609,0.7994,0.186116,4.566
-46.6138,36.4279,0.7253,0.195821,4.509
-46.3223,36.6673,0.6501,0.201481,4.44
-46.019,36.8803,0.5749,0.20288,4.44
-45.7042,37.0678,0.5009,0.200012,4.44
-45.3783,37.231,0.429,0.193376,4.509
-45.0418,37.3708,0.3601,0.183726,4.583
-44.6952,37.4882,0.2949,0.171875,4.687
-44.3392,37.5842,0.2339,0.158595,4.815
-43.9745,37.6599,0.1774,0.144558,4.965
-43.6018,37.7165,0.1256,0.130311,5.135
-43.2219,37.755,0.0786,0.116278,5.322
-42.8354,37.7768,0.0362,0.102767,5.524
-42.4432,37.7832,-0.0016,0.089992,5.74
-42.0458,37.7756,-0.0349,0.07809,5.968
-41.644,37.7553,-0.0641,0.067135,6.206
-41.2384,37.7237,-0.0894,0.057157,6.451
-40.8295,37.6823,-0.111,0.048152,6.702
-40.4181,37.6323,-0.1292,0.040091,6.957
-40.0047,37.5751,-0.1444,0.032928,7.0
-39.59,37.5119,-0.1569,0.026603,7.0
-39.1745,37.4438,-0.1669,0.021035,7.0
-38.759,37.3718,-0.1748,0.01614,7.0
-38.344,37.2971,-0.1807,0.011843,7.0
-37.9299,37.2204,-0.1848,0.008058,7.0
-37.5168,37.1424,-0.1875,0.004748,7.0
-37.1044,37.0638,-0.1889,0.00188,7.0
-36.6929,36.9849,-0.1892,0.000588,7.0
-36.2822,36.9063,-0.1885,0.002715,7.0
-35.8722,36.8283,-0.187,0.00456,7.0
-35.4629,36.7513,-0.1848,0.00618,7.0
-35.0544,36.6755,-0.1819,0.007638,7.0
-34.6467,36.6012,-0.1784,0.008992,7.0
-34.2398,36.5286,-0.1745,0.010291,7.0
-33.8336,36.4579,-0.17,0.011576,7.0
-33.4283,36.3893,-0.1649,0.01288,7.0
-33.0238,36.3231,-0.1594,0.014229,7.0
-32.6202,36.2594,-0.1533,0.015642,7.0
-32.2175,36.1985,-0.1466,0.017131,7.0
-31.8157,36.1406,-0.1393,0.018703,7.0
-31.4148,36.086,-0.1314,0.020359,7.0
-31.0148,36.0348,-0.1229,0.022098,7.0
-30.6158,35.9873,-0.1136,0.023915,7.0
-30.2177,35.9438,-0.1037,0.025802,7.0
-29.8206,35.9046,-0.093,0.027751,7.0
-29.4244,35.8698,-0.0816,0.029753,7.0
-29.0292,35.8399,-0.0694,0.031797,7.0
-28.635,35.815,-0.0564,0.033874,7.0
-28.2418,35.7954,-0.0426,0.035975,7.0
-27.8496,35.7815,-0.0281,0.038091,7.0
-27.4584,35.7734,-0.0128,0.040213,7.0
-27.0682,35.7715,0.0033,0.042332,7.0
-26.679,35.776,0.0202,0.044437,7.0
-26.2909,35.7872,0.0379,0.046519,7.0
-25.9038,35.8054,0.0563,0.048567,7.0
-25.5178,35.8308,0.0755,0.050566,7.0
-25.1328,35.8637,0.0954,0.052502,7.0
-24.7489,35.9043,0.116,0.054358,7.0
-24.3661,35.953,0.1373,0.056118,7.0
-23.9845,36.01,0.1593,0.057761,7.0
-23.6039,36.0755,0.1819,0.059268,7.0
-23.2244,36.1498,0.2051,0.060623,7.0
-22.8461,36.2331,0.2288,0.061808,7.0
-22.4689,36.3258,0.253,0.062811,7.0
-22.0928,36.4279,0.2777,0.063623,7.0
-21.7178,36.5399,0.3027,0.064241,7.0
-21.344,36.6618,0.3281,0.064668,7.0
-20.9712,36.794,0.3537,0.064913,7.0
-20.5995,36.9367,0.3796,0.064994,7.0
-20.2289,37.0901,0.4057,0.064932,7.0
-19.8594,37.2546,0.4319,0.064757,7.0
-19.4909,37.4303,0.4583,0.0645,7.0
-19.1235,37.6176,0.4849,0.064193,7.0
-18.7572,37.8168,0.5116,0.06387,7.0
-18.392,38.0283,0.5385,0.063558,7.0
-18.028,38.2524,0.5656,0.063275,7.0
-17.6653,38.4895,0.593,0.062999,7.0
-17.3042,38.7402,0.6206,0.062785,7.0
-16.9449,39.0045,0.6486,0.063148,7.0
-16.5896,39.2819,0.6774,0.064641,7.0
-16.2404,39.5712,0.7072,0.06734,7.0
-15.8998,39.8714,0.7386,0.071241,6.888
-15.5702,40.1814,0.7719,0.076381,6.634
-15.254,40.5001,0.8076,0.082823,6.373
-14.9535,40.8262,0.846,0.090658,6.107
-14.6709,41.1585,0.8874,0.099995,5.84
-14.4084,41.4956,0.9324,0.110943,5.574
-14.1681,41.836,0.9811,0.123588,5.312
-13.9517,42.1781,1.0339,0.138172,5.055
-13.7608,42.5203,1.0912,0.155247,4.81
-13.5965,42.8612,1.1536,0.174474,4.585
-13.4595,43.2,1.221,0.194701,4.382
-13.3503,43.5362,1.2935,0.215164,4.2
-13.269,43.8693,1.3708,0.235599,4.044
-13.216,44.1983,1.4526,0.255115,3.888
-13.1915,44.5222,1.5385,0.273261,3.809
-13.1953,44.8397,1.628,0.289666,3.628
-13.2274,45.1493,1.7206,0.303928,3.628
-13.2873,45.4495,1.8156,0.31561,3.512
-13.3746,45.7387,1.9125,0.324242,3.512
-13.4887,46.0156,2.0106,0.329338,3.479
-13.6287,46.2787,2.1092,0.330425,3.479
-13.7939,46.5267,2.2074,0.327088,3.479
-13.9834,46.7585,2.3044,0.319023,3.54
-14.1965,46.9732,2.3992,0.306097,3.555
-14.4321,47.1702,2.4908,0.288401,3.663
-14.6897,47.3489,2.5779,0.266444,3.77
-14.9687,47.5093,2.6599,0.241907,3.905
-15.2687,47.6516,2.736,0.215446,4.066
-15.59,47.7761,2.8055,0.188086,4.254
-15.9322,47.8834,2.8681,0.162018,4.47
-16.2943,47.9737,2.924,0.138728,4.709
-16.6743,48.0474,2.9735,0.117754,4.965
-17.0702,48.1054,3.0166,0.098817,5.235
-17.4795,48.1486,3.0536,0.081866,5.516
-17.8999,48.1785,3.0848,0.066758,5.808
-18.3292,48.1969,3.1105,0.053314,6.106
-18.765,48.2055,3.1311,0.041351,6.408
-19.2051,48.2061,-3.1363,0.030693,6.712
-19.6474,48.2008,-3.1249,0.021018,7.0
-20.0897,48.1914,-3.1176,0.012329,7.0
-20.53,48.1796,-3.1138,0.004653,7.0
-20.9662,48.167,-3.1132,0.002084,7.0
-21.3971,48.155,-3.1154,0.007928,7.0
-21.8229,48.1446,-3.1198,0.012777,7.0
-22.244,48.1365,-3.126,0.016611,7.0
-22.6609,48.1315,-3.1335,0.019413,7.0
-23.074,48.1298,3.1413,0.021226,7.0
-23.4836,48.1317,3.1324,0.022139,7.0
-23.8902,48.1373,3.1234,0.022278,7.0
-24.2941,48.1465,3.1145,0.021785,7.0
-24.6958,48.1591,3.1059,0.020814,7.0
-25.0955,48.1751,3.0978,0.019517,7.0
-25.4937,48.194,3.0904,0.018035,7.0
-25.8909,48.2158,3.0835,0.016489,7.0
-26.2873,48.2402,3.0772,0.014976,7.0
-26.6834,48.2669,3.0716,0.013578,7.0
-27.0796,48.2958,3.0664,0.012364,7.0
-27.4758,48.3266,3.0617,0.01137,7.0
-27.872,48.3592,3.0573,0.010591,7.0
-28.2684,48.3935,3.0532,0.010011,7.0
-28.6648,48.4295,3.0493,0.009601,7.0
-29.0613,48.4669,3.0456,0.009329,7.0
-29.4578,48.5058,3.0419,0.009159,7.0
-29.8544,48.5463,3.0382,0.00906,7.0
-30.2512,48.5881,3.0346,0.009002,7.0
-30.6479,48.6314,3.0311,0.008962,7.0
-31.0448,48.6762,3.0275,0.008921,7.0
-31.4417,48.7224,3.0239,0.008866,7.0
-31.8387,48.77,3.0204,0.00879,7.0
-32.2357,48.8191,3.0169,0.00869,7.0
-32.6328,48.8696,3.0135,0.008564,7.0
-33.0299,48.9214,3.0101,0.008416,7.0
-33.4271,48.9747,3.0067,0.008249,7.0
-33.8244,49.0292,3.0034,0.008067,7.0
-34.2216,49.0851,3.0002,0.007876,7.0
-34.619,49.1423,2.9971,0.007679,7.0
-35.0163,49.2007,2.9941,0.00748,7.0
-35.4137,49.2604,2.9911,0.007282,7.0
-35.8112,49.3213,2.9882,0.007085,7.0
-36.2086,49.3833,2.9854,0.006892,7.0
-36.6062,49.4464,2.9827,0.006703,7.0
-37.0037,49.5107,2.98,0.006518,7.0
-37.4013,49.576,2.9774,0.006336,7.0
-37.7989,49.6424,2.9749,0.006158,7.0
-38.1965,49.7098,2.9725,0.005983,7.0
-38.5942,49.7782,2.9701,0.00581,7.0
-38.9919,49.8476,2.9678,0.005641,7.0
-39.3896,49.9179,2.9655,0.005473,7.0
-39.7873,49.9891,2.9633,0.005309,7.0
-40.1851,50.0612,2.9612,0.005147,7.0
-40.5829,50.1342,2.9592,0.004988,7.0
-40.9806,50.208,2.9572,0.004832,7.0
-41.3784,50.2826,2.9553,0.004679,7.0
-41.7762,50.3579,2.9534,0.004528,7.0
-42.1741,50.4341,2.9516,0.004377,7.0
-42.5719,50.5109,2.9499,0.004226,7.0
-42.9697,50.5885,2.9482,0.004073,7.0
-43.3675,50.6668,2.9466,0.003914,7.0
-43.7653,50.7457,2.945,0.003747,7.0
-44.1632,50.8252,2.9435,0.003569,7.0
-44.561,50.9054,2.9421,0.003376,7.0
-44.9588,50.9861,2.9408,0.003164,7.0
-45.3566,51.0673,2.9396,0.002929,7.0
-45.7544,51.149,2.9384,0.002667,7.0
-46.1522,51.2312,2.9374,0.002373,7.0
-46.5499,51.3138,2.9365,0.002046,7.0
-46.9477,51.3967,2.9357,0.001683,7.0
-47.3455,51.4799,2.9351,0.001282,7.0
-47.7433,51.5634,2.9347,0.000842,7.0
-48.1412,51.6469,2.9345,0.000363,7.0
-48.539,51.7306,2.9344,0.00015,7.0
-48.9368,51.8142,2.9346,0.000697,7.0
-49.3347,51.8977,2.935,0.001271,7.0
-49.7326,51.981,2.9356,0.001869,7.0
-50.1305,52.0639,2.9365,0.002487,7.0
-50.5284,52.1465,2.9376,0.003121,7.0
-50.9264,52.2286,2.939,0.003767,7.0
-51.3245,52.31,2.9407,0.004422,7.0
-51.7226,52.3907,2.9426,0.005083,7.0
-52.1208,52.4705,2.9448,0.005747,7.0
-52.5191,52.5494,2.9473,0.006412,7.0
-52.9174,52.6273,2.95,0.007076,7.0
-53.3159,52.704,2.9531,0.007738,7.0
-53.7144,52.7794,2.9563,0.008398,7.0
-54.1131,52.8534,2.9599,0.009055,7.0
-54.5119,52.9259,2.9637,0.009709,7.0
-54.9108,52.9968,2.9677,0.010361,7.0
-55.3099,53.066,2.9721,0.011013,7.0
-55.7091,53.1335,2.9766,0.011663,7.0
-56.1084,53.199,2.9815,0.012315,7.0
-56.5079,53.2625,2.9866,0.012969,7.0
-56.9076,53.3238,2.992,0.013626,7.0
-57.3074,53.383,2.9976,0.014288,7.0
-57.7074,53.4398,3.0035,0.014955,7.0
-58.1076,53.4941,3.0097,0.015629,7.0
-58.508,53.546,3.0162,0.01631,7.0
-58.9086,53.5951,3.0229,0.016999,7.0
-59.3094,53.6416,3.0299,0.017694,7.0
-59.7105,53.6851,3.0372,0.018393,7.0
-60.1117,53.7256,3.0447,0.019094,7.0
-60.5132,53.7631,3.0526,0.019791,7.0
-60.915,53.7973,3.0607,0.020477,7.0
-61.3169,53.8283,3.0691,0.021144,7.0
-61.7192,53.8558,3.0777,0.021779,7.0
-62.1217,53.8797,3.0866,0.022371,7.0
-62.5244,53.9001,3.0958,0.022903,7.0
-62.9275,53.9167,3.1051,0.023362,7.0
-63.3308,53.9295,3.1146,0.023734,7.0
-63.7344,53.9385,3.1242,0.024008,7.0
-64.1383,53.9435,3.134,0.024178,7.0
-64.5425,53.9447,-3.1394,0.024249,7.0
-64.947,53.9418,-3.1296,0.024232,7.0
-65.3519,53.935,-3.1198,0.024156,7.0
-65.7571,53.9242,-3.1101,0.024064,7.0
-66.1627,53.9094,-3.1003,0.024019,7.0
-66.5687,53.8906,-3.0905,0.024103,7.0
-66.9752,53.8679,-3.0806,0.024416,7.0
-67.3822,53.841,-3.0705,0.02508,7.0
-67.7897,53.8099,-3.0601,0.026225,7.0
-68.1978,53.7743,-3.049,0.027993,7.0
-68.6065,53.734,-3.0369,0.030513,7.0
-69.0157,53.6884,-3.0237,0.03386,7.0
-69.4253,53.637,-3.0089,0.037791,7.0
